city,timestamp,temperature,season
New York,2010-01-01,6.052245427441212,winter
New York,2010-01-02,-3.8255092265193973,winter
New York,2010-01-03,-4.466270175335534,winter
New York,2010-01-04,-3.404364190321383,winter
New York,2010-01-05,3.8768294445860114,winter
New York,2010-01-06,7.181737677834839,winter
New York,2010-01-07,6.158995785409514,winter
New York,2010-01-08,-3.509384607389099,winter
New York,2010-01-09,1.5647916912232676,winter
New York,2010-01-10,12.207868625001328,winter
New York,2010-01-11,-10.041416590912117,winter
New York,2010-01-12,0.5955433673008771,winter
New York,2010-01-13,-7.239385765210276,winter
New York,2010-01-14,-1.2289609550601526,winter
New York,2010-01-15,5.27500292033907,winter
New York,2010-01-16,3.3804320078411676,winter
New York,2010-01-17,-11.59932358890934,winter
New York,2010-01-18,-3.9206115756111,winter
New York,2010-01-19,0.3014557199690917,winter
New York,2010-01-20,4.1075976024438905,winter
New York,2010-01-21,-4.483572315350489,winter
New York,2010-01-22,-5.323553783987193,winter
New York,2010-01-23,3.905253358622936,winter
New York,2010-01-24,-0.1831329591548891,winter
New York,2010-01-25,-7.913835518131353,winter
New York,2010-01-26,-3.5499610547636253,winter
New York,2010-01-27,9.803192379506173,winter
New York,2010-01-28,0.2622921914135873,winter
New York,2010-01-29,8.170798087764794,winter
New York,2010-01-30,2.1698724401804212,winter
New York,2010-01-31,3.522137798628932,winter
New York,2010-02-01,-3.854072854169342,winter
New York,2010-02-02,3.7702589192183265,winter
New York,2010-02-03,-0.6767877858741902,winter
New York,2010-02-04,-1.7961735071143154,winter
New York,2010-02-05,0.6328959804969658,winter
New York,2010-02-06,1.2407434898196175,winter
New York,2010-02-07,2.3375988356782704,winter
New York,2010-02-08,11.170464093267507,winter
New York,2010-02-09,-0.39620418771997395,winter
New York,2010-02-10,0.7945191590549316,winter
New York,2010-02-11,-0.15584936364481486,winter
New York,2010-02-12,-4.356669526532561,winter
New York,2010-02-13,-2.064915522182629,winter
New York,2010-02-14,-1.4335664498774212,winter
New York,2010-02-15,-8.004402373346128,winter
New York,2010-02-16,-4.2680228337101545,winter
New York,2010-02-17,0.7815300432824692,winter
New York,2010-02-18,-3.228334092306434,winter
New York,2010-02-19,-1.3664631493177726,winter
New York,2010-02-20,-5.144524604509076,winter
New York,2010-02-21,4.543835636951274,winter
New York,2010-02-22,-1.2482021444658096,winter
New York,2010-02-23,2.2350364663349307,winter
New York,2010-02-24,-2.4091818919004564,winter
New York,2010-02-25,-3.723633153455629,winter
New York,2010-02-26,-6.649692155108107,winter
New York,2010-02-27,0.44439375297135797,winter
New York,2010-02-28,1.4316106561804784,winter
New York,2010-03-01,8.37426459006631,spring
New York,2010-03-02,11.888456796786397,spring
New York,2010-03-03,11.45979846605296,spring
New York,2010-03-04,15.224476202777446,spring
New York,2010-03-05,6.386397403112319,spring
New York,2010-03-06,7.4710968991747295,spring
New York,2010-03-07,7.947231991155104,spring
New York,2010-03-08,4.005273561656303,spring
New York,2010-03-09,20.57500606380223,spring
New York,2010-03-10,14.428613565149817,spring
New York,2010-03-11,11.996219088229887,spring
New York,2010-03-12,20.816226162117935,spring
New York,2010-03-13,-2.708147088426336,spring
New York,2010-03-14,15.134035004627416,spring
New York,2010-03-15,10.908941361891479,spring
New York,2010-03-16,12.982342783504809,spring
New York,2010-03-17,8.535739266560691,spring
New York,2010-03-18,4.326685422388684,spring
New York,2010-03-19,-1.8110540209481862,spring
New York,2010-03-20,5.579009388660366,spring
New York,2010-03-21,10.361279050827394,spring
New York,2010-03-22,6.429872738867116,spring
New York,2010-03-23,7.902186734713658,spring
New York,2010-03-24,6.110598435448839,spring
New York,2010-03-25,21.155704477062308,spring
New York,2010-03-26,16.29702083591286,spring
New York,2010-03-27,13.835416076713962,spring
New York,2010-03-28,15.25748096212099,spring
New York,2010-03-29,12.798379644945324,spring
New York,2010-03-30,8.050500516502646,spring
New York,2010-03-31,6.784274188403981,spring
New York,2010-04-01,16.336633331452187,spring
New York,2010-04-02,8.05324970561209,spring
New York,2010-04-03,20.555368075121866,spring
New York,2010-04-04,8.846019427359044,spring
New York,2010-04-05,14.370082905348319,spring
New York,2010-04-06,1.7081713834411183,spring
New York,2010-04-07,9.258765067162917,spring
New York,2010-04-08,9.208329451968114,spring
New York,2010-04-09,8.807168608872102,spring
New York,2010-04-10,8.801602137754037,spring
New York,2010-04-11,15.502570553944416,spring
New York,2010-04-12,13.99989808321949,spring
New York,2010-04-13,8.379476347416148,spring
New York,2010-04-14,3.2511576621683225,spring
New York,2010-04-15,11.063757722914863,spring
New York,2010-04-16,8.20177526591624,spring
New York,2010-04-17,4.7194123542356206,spring
New York,2010-04-18,10.481088971980292,spring
New York,2010-04-19,7.974008193678375,spring
New York,2010-04-20,11.542513108041758,spring
New York,2010-04-21,11.810020471388073,spring
New York,2010-04-22,4.2378564194644035,spring
New York,2010-04-23,6.3326134079095935,spring
New York,2010-04-24,8.104408555858274,spring
New York,2010-04-25,12.376799291301104,spring
New York,2010-04-26,6.421418473081825,spring
New York,2010-04-27,18.6427347456975,spring
New York,2010-04-28,3.5678861799742148,spring
New York,2010-04-29,1.9757987588335624,spring
New York,2010-04-30,6.584979351790573,spring
New York,2010-05-01,13.764290413807192,spring
New York,2010-05-02,9.732453150194836,spring
New York,2010-05-03,10.398860631003677,spring
New York,2010-05-04,10.728373852459024,spring
New York,2010-05-05,9.579665066166516,spring
New York,2010-05-06,10.006635889526228,spring
New York,2010-05-07,15.108736890451654,spring
New York,2010-05-08,5.7134163591472,spring
New York,2010-05-09,3.1522003338316007,spring
New York,2010-05-10,13.198125292054275,spring
New York,2010-05-11,7.030020333290881,spring
New York,2010-05-12,9.93342714375397,spring
New York,2010-05-13,6.3909054252731705,spring
New York,2010-05-14,11.843320765424487,spring
New York,2010-05-15,4.715223730530431,spring
New York,2010-05-16,12.538372037897668,spring
New York,2010-05-17,11.535508605141771,spring
New York,2010-05-18,6.37810898290995,spring
New York,2010-05-19,10.5759324584583,spring
New York,2010-05-20,9.321546578183794,spring
New York,2010-05-21,14.303145990091808,spring
New York,2010-05-22,7.193962110339856,spring
New York,2010-05-23,8.492353925402334,spring
New York,2010-05-24,5.81367420559913,spring
New York,2010-05-25,15.900273997254066,spring
New York,2010-05-26,11.23607910389439,spring
New York,2010-05-27,16.671500473251594,spring
New York,2010-05-28,8.562911749742993,spring
New York,2010-05-29,13.564609347668977,spring
New York,2010-05-30,11.47089650785281,spring
New York,2010-05-31,15.977085823757806,spring
New York,2010-06-01,29.149217598373678,summer
New York,2010-06-02,21.395275155799524,summer
New York,2010-06-03,28.627896198727026,summer
New York,2010-06-04,24.368602838071137,summer
New York,2010-06-05,23.890579210120812,summer
New York,2010-06-06,19.050344246801703,summer
New York,2010-06-07,22.84192451681548,summer
New York,2010-06-08,20.190198899155945,summer
New York,2010-06-09,30.590558216275575,summer
New York,2010-06-10,22.726170505565566,summer
New York,2010-06-11,23.621818263465435,summer
New York,2010-06-12,19.977192775338402,summer
New York,2010-06-13,33.799546942528686,summer
New York,2010-06-14,29.79190049175229,summer
New York,2010-06-15,26.637799199903625,summer
New York,2010-06-16,30.216739269895704,summer
New York,2010-06-17,23.842276298961213,summer
New York,2010-06-18,30.644738004600825,summer
New York,2010-06-19,30.008945984801567,summer
New York,2010-06-20,20.588702907151553,summer
New York,2010-06-21,24.522288106523867,summer
New York,2010-06-22,19.49617361862627,summer
New York,2010-06-23,26.597320839968372,summer
New York,2010-06-24,20.918875336532643,summer
New York,2010-06-25,24.021167739305415,summer
New York,2010-06-26,25.021060525580662,summer
New York,2010-06-27,25.600631083749064,summer
New York,2010-06-28,17.871409535779456,summer
New York,2010-06-29,29.574089682528573,summer
New York,2010-06-30,20.47117142966139,summer
New York,2010-07-01,27.441624365930615,summer
New York,2010-07-02,33.280542932640174,summer
New York,2010-07-03,27.987228853096173,summer
New York,2010-07-04,18.789212942427522,summer
New York,2010-07-05,13.331179284718605,summer
New York,2010-07-06,18.488985314636164,summer
New York,2010-07-07,25.231063540562864,summer
New York,2010-07-08,25.461576194586595,summer
New York,2010-07-09,30.49289930844875,summer
New York,2010-07-10,21.24229830089114,summer
New York,2010-07-11,23.503263487773722,summer
New York,2010-07-12,24.394855371598997,summer
New York,2010-07-13,32.0260828079651,summer
New York,2010-07-14,31.747790892609718,summer
New York,2010-07-15,26.670253425161096,summer
New York,2010-07-16,19.45508606632201,summer
New York,2010-07-17,34.72352536336359,summer
New York,2010-07-18,30.413630658633824,summer
New York,2010-07-19,24.41066068364533,summer
New York,2010-07-20,25.18273720601348,summer
New York,2010-07-21,19.60919439407784,summer
New York,2010-07-22,23.603665649272212,summer
New York,2010-07-23,27.961131907331957,summer
New York,2010-07-24,24.99217186065532,summer
New York,2010-07-25,26.199985942373274,summer
New York,2010-07-26,24.124354624459915,summer
New York,2010-07-27,25.004910718801575,summer
New York,2010-07-28,21.82703565529516,summer
New York,2010-07-29,11.998150975311361,summer
New York,2010-07-30,31.6564123633049,summer
New York,2010-07-31,22.39059759892056,summer
New York,2010-08-01,28.024340461383165,summer
New York,2010-08-02,25.146703785358184,summer
New York,2010-08-03,19.559205883254563,summer
New York,2010-08-04,17.542112773585455,summer
New York,2010-08-05,28.839097188612595,summer
New York,2010-08-06,25.820505431225506,summer
New York,2010-08-07,25.048671086851073,summer
New York,2010-08-08,24.315120565794352,summer
New York,2010-08-09,25.053532862641124,summer
New York,2010-08-10,25.727929327315504,summer
New York,2010-08-11,23.852485707488157,summer
New York,2010-08-12,32.63458347010721,summer
New York,2010-08-13,19.236475441652527,summer
New York,2010-08-14,30.88012048400007,summer
New York,2010-08-15,17.542273312600333,summer
New York,2010-08-16,30.04868779057179,summer
New York,2010-08-17,25.318212582873024,summer
New York,2010-08-18,26.4082240743907,summer
New York,2010-08-19,28.66795528567003,summer
New York,2010-08-20,24.56057710675964,summer
New York,2010-08-21,26.965940429950898,summer
New York,2010-08-22,24.169778037425072,summer
New York,2010-08-23,21.545633159913038,summer
New York,2010-08-24,17.91125793742947,summer
New York,2010-08-25,27.474457464623868,summer
New York,2010-08-26,27.043893697599007,summer
New York,2010-08-27,26.25338502473374,summer
New York,2010-08-28,18.182761454979058,summer
New York,2010-08-29,30.060193363236518,summer
New York,2010-08-30,28.799939211419336,summer
New York,2010-08-31,21.878797489058176,summer
New York,2010-09-01,13.022911712863177,autumn
New York,2010-09-02,11.125876946308953,autumn
New York,2010-09-03,11.099886202808053,autumn
New York,2010-09-04,18.217610868264966,autumn
New York,2010-09-05,13.179493977488022,autumn
New York,2010-09-06,15.712057554471805,autumn
New York,2010-09-07,21.64559655249913,autumn
New York,2010-09-08,21.74567302834296,autumn
New York,2010-09-09,15.48338675772481,autumn
New York,2010-09-10,17.669578712930324,autumn
New York,2010-09-11,16.310638585531546,autumn
New York,2010-09-12,16.510492476440177,autumn
New York,2010-09-13,12.844684894181984,autumn
New York,2010-09-14,14.735899509346913,autumn
New York,2010-09-15,10.066347275981139,autumn
New York,2010-09-16,13.490115566036582,autumn
New York,2010-09-17,9.813854013757016,autumn
New York,2010-09-18,14.736049728987021,autumn
New York,2010-09-19,19.31431908048644,autumn
New York,2010-09-20,15.67878273472551,autumn
New York,2010-09-21,21.95244797850324,autumn
New York,2010-09-22,18.714989410631233,autumn
New York,2010-09-23,16.053204676621117,autumn
New York,2010-09-24,25.86103201000889,autumn
New York,2010-09-25,9.384540319099369,autumn
New York,2010-09-26,18.219347756486655,autumn
New York,2010-09-27,12.23995301857842,autumn
New York,2010-09-28,15.817395996411225,autumn
New York,2010-09-29,15.214248523897444,autumn
New York,2010-09-30,17.6929137802969,autumn
New York,2010-10-01,16.49191387126382,autumn
New York,2010-10-02,24.849507199296916,autumn
New York,2010-10-03,6.995571874876117,autumn
New York,2010-10-04,15.087117048790548,autumn
New York,2010-10-05,4.566784120571836,autumn
New York,2010-10-06,14.336563897919222,autumn
New York,2010-10-07,11.967965106516685,autumn
New York,2010-10-08,18.97073035455945,autumn
New York,2010-10-09,14.05509153616908,autumn
New York,2010-10-10,19.15081945021439,autumn
New York,2010-10-11,16.192089995690388,autumn
New York,2010-10-12,19.25934507312471,autumn
New York,2010-10-13,23.790594888754004,autumn
New York,2010-10-14,15.543888398364752,autumn
New York,2010-10-15,12.433748916433617,autumn
New York,2010-10-16,15.679404419296416,autumn
New York,2010-10-17,11.922430517483878,autumn
New York,2010-10-18,16.31166664049393,autumn
New York,2010-10-19,14.122746870090424,autumn
New York,2010-10-20,16.142775952440772,autumn
New York,2010-10-21,13.973092564507404,autumn
New York,2010-10-22,19.4090996587815,autumn
New York,2010-10-23,11.63953740877548,autumn
New York,2010-10-24,19.538727646662657,autumn
New York,2010-10-25,21.061711538427488,autumn
New York,2010-10-26,21.877138862217684,autumn
New York,2010-10-27,18.832821920179114,autumn
New York,2010-10-28,17.284639668407934,autumn
New York,2010-10-29,17.349685692936355,autumn
New York,2010-10-30,19.28891503516988,autumn
New York,2010-10-31,15.93587707753985,autumn
New York,2010-11-01,10.27133531242754,autumn
New York,2010-11-02,7.990405298950682,autumn
New York,2010-11-03,19.22797201243061,autumn
New York,2010-11-04,15.65042195128784,autumn
New York,2010-11-05,15.072450613214857,autumn
New York,2010-11-06,12.589032368534495,autumn
New York,2010-11-07,12.083388444714613,autumn
New York,2010-11-08,17.394570763504934,autumn
New York,2010-11-09,10.67944869669291,autumn
New York,2010-11-10,17.470188310575285,autumn
New York,2010-11-11,13.262596891805266,autumn
New York,2010-11-12,22.322614795245663,autumn
New York,2010-11-13,16.23058967113199,autumn
New York,2010-11-14,9.957281910756976,autumn
New York,2010-11-15,13.424045490699568,autumn
